EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,GSE_X_km,GSE_Y_km,GSE_Z_km
1997-12-02T11:40:00.000Z,1267242.4,2241.3659,170925.91
1997-12-02T11:50:00.000Z,1267299.3,2309.7895,170909.24
1997-12-02T12:00:00.000Z,1267356.1,2378.1932,170892.56
1997-12-02T12:10:00.000Z,1267412.9,2446.5769,170875.85
1997-12-02T12:20:00.000Z,1267469.6,2514.9406,170859.14
1997-12-02T12:30:00.000Z,1267526.3,2583.2843,170842.40
1997-12-02T12:40:00.000Z,1267583.0,2651.6079,170825.65
1997-12-02T12:50:00.000Z,1267639.7,2719.9115,170808.89
1997-12-02T13:00:00.000Z,1267696.4,2788.1951,170792.11
1997-12-02T13:10:00.000Z,1267753.0,2856.4586,170775.31
1997-12-02T13:20:00.000Z,1267809.6,2924.7020,170758.50
1997-12-02T13:30:00.000Z,1267866.2,2992.9252,170741.68
1997-12-02T13:40:00.000Z,1267922.7,3061.1284,170724.83
1997-12-02T13:50:00.000Z,1267979.3,3129.3115,170707.97
1997-12-02T14:00:00.000Z,1268035.8,3197.4744,170691.10
1997-12-02T14:10:00.000Z,1268092.3,3265.6171,170674.21
1997-12-02T14:20:00.000Z,1268148.7,3333.7397,170657.31
1997-12-02T14:30:00.000Z,1268205.1,3401.8420,170640.39
1997-12-02T14:40:00.000Z,1268261.5,3469.9242,170623.45
1997-12-02T14:50:00.000Z,1268317.9,3537.9862,170606.50
1997-12-02T15:00:00.000Z,1268374.3,3606.0279,170589.53
1997-12-02T15:10:00.000Z,1268430.6,3674.0494,170572.55
1997-12-02T15:20:00.000Z,1268486.9,3742.0506,170555.56
1997-12-02T15:30:00.000Z,1268543.2,3810.0315,170538.54
1997-12-02T15:40:00.000Z,1268599.5,3877.9921,170521.51
1997-12-02T15:50:00.000Z,1268655.7,3945.9325,170504.47
1997-12-02T16:00:00.000Z,1268711.9,4013.8525,170487.41
1997-12-02T16:10:00.000Z,1268768.1,4081.7522,170470.34
1997-12-02T16:20:00.000Z,1268824.2,4149.6315,170453.24
1997-12-02T16:30:00.000Z,1268880.4,4217.4905,170436.14
1997-12-02T16:40:00.000Z,1268936.5,4285.3291,170419.02
1997-12-02T16:50:00.000Z,1268992.5,4353.1473,170401.88
1997-12-02T17:00:00.000Z,1269048.6,4420.9452,170384.73
1997-12-02T17:10:00.000Z,1269104.6,4488.7225,170367.56
1997-12-02T17:20:00.000Z,1269160.6,4556.4795,170350.38
1997-12-02T17:30:00.000Z,1269216.6,4624.2160,170333.18
1997-12-02T17:40:00.000Z,1269272.6,4691.9320,170315.96
1997-12-02T17:50:00.000Z,1269328.5,4759.6276,170298.73
1997-12-02T18:00:00.000Z,1269384.4,4827.3027,170281.49
1997-12-02T18:10:00.000Z,1269440.3,4894.9572,170264.23
1997-12-02T18:20:00.000Z,1269496.2,4962.5913,170246.95
1997-12-02T18:30:00.000Z,1269552.0,5030.2048,170229.66
1997-12-02T18:40:00.000Z,1269607.8,5097.7977,170212.36
1997-12-02T18:50:00.000Z,1269663.6,5165.3701,170195.03
1997-12-02T19:00:00.000Z,1269719.4,5232.9220,170177.70
1997-12-02T19:10:00.000Z,1269775.1,5300.4532,170160.34
1997-12-02T19:20:00.000Z,1269830.8,5367.9638,170142.97
1997-12-02T19:30:00.000Z,1269886.5,5435.4538,170125.59
1997-12-02T19:40:00.000Z,1269942.2,5502.9232,170108.19
1997-12-02T19:50:00.000Z,1269997.8,5570.3719,170090.78
1997-12-02T20:00:00.000Z,1270053.4,5637.7999,170073.35
1997-12-02T20:10:00.000Z,1270109.0,5705.2073,170055.90
1997-12-02T20:20:00.000Z,1270164.6,5772.5940,170038.44
1997-12-02T20:30:00.000Z,1270220.1,5839.9599,170020.97
1997-12-02T20:40:00.000Z,1270275.6,5907.3052,170003.47
1997-12-02T20:50:00.000Z,1270331.1,5974.6297,169985.97
1997-12-02T21:00:00.000Z,1270386.6,6041.9334,169968.44
1997-12-02T21:10:00.000Z,1270442.1,6109.2164,169950.91
1997-12-02T21:20:00.000Z,1270497.5,6176.4787,169933.35
1997-12-02T21:30:00.000Z,1270552.9,6243.7201,169915.79
1997-12-02T21:40:00.000Z,1270608.2,6310.9407,169898.20
1997-12-02T21:50:00.000Z,1270663.6,6378.1405,169880.60
1997-12-02T22:00:00.000Z,1270718.9,6445.3195,169862.99
1997-12-02T22:10:00.000Z,1270774.2,6512.4776,169845.36
1997-12-02T22:20:00.000Z,1270829.5,6579.6148,169827.71
1997-12-02T22:30:00.000Z,1270884.7,6646.7312,169810.05
1997-12-02T22:40:00.000Z,1270940.0,6713.8267,169792.38
1997-12-02T22:50:00.000Z,1270995.2,6780.9013,169774.69
1997-12-02T23:00:00.000Z,1271050.3,6847.9549,169756.98
1997-12-02T23:10:00.000Z,1271105.5,6914.9876,169739.26
1997-12-02T23:20:00.000Z,1271160.6,6981.9994,169721.52
1997-12-02T23:30:00.000Z,1271215.7,7048.9902,169703.77
1997-12-02T23:40:00.000Z,1271270.8,7115.9600,169686.00
1997-12-02T23:50:00.000Z,1271325.9,7182.9089,169668.22
1997-12-03T00:00:00.000Z,1271380.8,7250.7996,169650.60
1997-12-03T00:10:00.000Z,1271435.8,7317.7064,169632.79
1997-12-03T00:20:00.000Z,1271490.8,7384.5922,169614.96
1997-12-03T00:30:00.000Z,1271545.7,7451.4569,169597.11
1997-12-03T00:40:00.000Z,1271600.7,7518.3005,169579.26
1997-12-03T00:50:00.000Z,1271655.6,7585.1231,169561.38
1997-12-03T01:00:00.000Z,1271710.5,7651.9245,169543.49
1997-12-03T01:10:00.000Z,1271765.3,7718.7049,169525.59
1997-12-03T01:20:00.000Z,1271820.2,7785.4642,169507.67
1997-12-03T01:30:00.000Z,1271875.0,7852.2023,169489.73
1997-12-03T01:40:00.000Z,1271929.8,7918.9192,169471.78
1997-12-03T01:50:00.000Z,1271984.6,7985.6150,169453.82
1997-12-03T02:00:00.000Z,1272039.3,8052.2897,169435.84
1997-12-03T02:10:00.000Z,1272094.0,8118.9431,169417.84
1997-12-03T02:20:00.000Z,1272148.7,8185.5754,169399.83
1997-12-03T02:30:00.000Z,1272203.4,8252.1864,169381.80
1997-12-03T02:40:00.000Z,1272258.1,8318.7762,169363.76
1997-12-03T02:50:00.000Z,1272312.7,8385.3448,169345.71
1997-12-03T03:00:00.000Z,1272367.3,8451.8921,169327.63
1997-12-03T03:10:00.000Z,1272421.9,8518.4181,169309.55
1997-12-03T03:20:00.000Z,1272476.4,8584.9228,169291.44
1997-12-03T03:30:00.000Z,1272530.9,8651.4063,169273.33
1997-12-03T03:40:00.000Z,1272585.5,8717.8684,169255.19
1997-12-03T03:50:00.000Z,1272639.9,8784.3092,169237.04
1997-12-03T04:00:00.000Z,1272694.4,8850.7286,169218.88
1997-12-03T04:10:00.000Z,1272748.8,8917.1267,169200.70
1997-12-03T04:20:00.000Z,1272803.2,8983.5034,169182.51
1997-12-03T04:30:00.000Z,1272857.6,9049.8588,169164.30
1997-12-03T04:40:00.000Z,1272912.0,9116.1927,169146.08
1997-12-03T04:50:00.000Z,1272966.3,9182.5053,169127.84
1997-12-03T05:00:00.000Z,1273020.7,9248.7964,169109.58
1997-12-03T05:10:00.000Z,1273075.0,9315.0660,169091.31
1997-12-03T05:20:00.000Z,1273129.2,9381.3143,169073.03
1997-12-03T05:30:00.000Z,1273183.5,9447.5410,169054.73
1997-12-03T05:40:00.000Z,1273237.7,9513.7463,169036.41
1997-12-03T05:50:00.000Z,1273291.9,9579.9301,169018.08
1997-12-03T06:00:00.000Z,1273346.1,9646.0923,168999.74
1997-12-03T06:10:00.000Z,1273400.2,9712.2331,168981.38
1997-12-03T06:20:00.000Z,1273454.4,9778.3523,168963.00
1997-12-03T06:30:00.000Z,1273508.5,9844.4499,168944.61
1997-12-03T06:40:00.000Z,1273562.5,9910.5260,168926.21
1997-12-03T06:50:00.000Z,1273616.6,9976.5805,168907.78
1997-12-03T07:00:00.000Z,1273670.6,10042.613,168889.35
1997-12-03T07:10:00.000Z,1273724.7,10108.625,168870.90
1997-12-03T07:20:00.000Z,1273778.6,10174.614,168852.43
1997-12-03T07:30:00.000Z,1273832.6,10240.583,168833.95
1997-12-03T07:40:00.000Z,1273886.6,10306.529,168815.45
1997-12-03T07:50:00.000Z,1273940.5,10372.454,168796.94
1997-12-03T08:00:00.000Z,1273994.4,10438.357,168778.41
1997-12-03T08:10:00.000Z,1274048.2,10504.238,168759.87
1997-12-03T08:20:00.000Z,1274102.1,10570.098,168741.32
1997-12-03T08:30:00.000Z,1274155.9,10635.936,168722.74
1997-12-03T08:40:00.000Z,1274209.7,10701.752,168704.16
1997-12-03T08:50:00.000Z,1274263.5,10767.547,168685.55
1997-12-03T09:00:00.000Z,1274317.3,10833.319,168666.94
1997-12-03T09:10:00.000Z,1274371.0,10899.070,168648.30
1997-12-03T09:20:00.000Z,1274424.7,10964.800,168629.66
1997-12-03T09:30:00.000Z,1274478.4,11030.507,168610.99
1997-12-03T09:40:00.000Z,1274532.1,11096.193,168592.32
1997-12-03T09:50:00.000Z,1274585.7,11161.857,168573.62
1997-12-03T10:00:00.000Z,1274639.3,11227.498,168554.92
1997-12-03T10:10:00.000Z,1274692.9,11293.119,168536.19
1997-12-03T10:20:00.000Z,1274746.5,11358.717,168517.46
1997-12-03T10:30:00.000Z,1274800.0,11424.293,168498.70
1997-12-03T10:40:00.000Z,1274853.6,11489.848,168479.94
1997-12-03T10:50:00.000Z,1274907.1,11555.380,168461.15
1997-12-03T11:00:00.000Z,1274960.5,11620.891,168442.36
1997-12-03T11:10:00.000Z,1275014.0,11686.380,168423.54
1997-12-03T11:20:00.000Z,1275067.4,11751.846,168404.72
1997-12-03T11:30:00.000Z,1275120.8,11817.291,168385.87
1997-12-03T11:40:00.000Z,1275174.2,11882.714,168367.01
1997-12-03T11:50:00.000Z,1275227.6,11948.115,168348.14
1997-12-03T12:00:00.000Z,1275280.9,12013.494,168329.25
1997-12-03T12:10:00.000Z,1275334.3,12078.851,168310.35
1997-12-03T12:20:00.000Z,1275387.6,12144.185,168291.43
1997-12-03T12:30:00.000Z,1275440.8,12209.498,168272.50
1997-12-03T12:40:00.000Z,1275494.1,12274.789,168253.55
1997-12-03T12:50:00.000Z,1275547.3,12340.057,168234.59
1997-12-03T13:00:00.000Z,1275600.5,12405.304,168215.61
1997-12-03T13:10:00.000Z,1275653.7,12470.529,168196.62
1997-12-03T13:20:00.000Z,1275706.9,12535.731,168177.61
1997-12-03T13:30:00.000Z,1275760.0,12600.911,168158.59
1997-12-03T13:40:00.000Z,1275813.1,12666.069,168139.55
1997-12-03T13:50:00.000Z,1275866.2,12731.205,168120.50
1997-12-03T14:00:00.000Z,1275919.3,12796.319,168101.43
1997-12-03T14:10:00.000Z,1275972.3,12861.411,168082.35
1997-12-03T14:20:00.000Z,1276025.3,12926.480,168063.25
1997-12-03T14:30:00.000Z,1276078.3,12991.528,168044.14
1997-12-03T14:40:00.000Z,1276131.3,13056.553,168025.01
1997-12-03T14:50:00.000Z,1276184.3,13121.555,168005.87
1997-12-03T15:00:00.000Z,1276237.2,13186.536,167986.71
1997-12-03T15:10:00.000Z,1276290.1,13251.494,167967.54
1997-12-03T15:20:00.000Z,1276343.0,13316.431,167948.35
1997-12-03T15:30:00.000Z,1276395.9,13381.344,167929.15
1997-12-03T15:40:00.000Z,1276448.7,13446.236,167909.94
1997-12-03T15:50:00.000Z,1276501.5,13511.105,167890.70
1997-12-03T16:00:00.000Z,1276554.3,13575.952,167871.46
1997-12-03T16:10:00.000Z,1276607.1,13640.777,167852.20
1997-12-03T16:20:00.000Z,1276659.9,13705.579,167832.92
1997-12-03T16:30:00.000Z,1276712.6,13770.359,167813.63
1997-12-03T16:40:00.000Z,1276765.3,13835.116,167794.32
1997-12-03T16:50:00.000Z,1276818.0,13899.851,167775.00
1997-12-03T17:00:00.000Z,1276870.7,13964.564,167755.67
1997-12-03T17:10:00.000Z,1276923.3,14029.254,167736.31
1997-12-03T17:20:00.000Z,1276975.9,14093.922,167716.95
1997-12-03T17:30:00.000Z,1277028.5,14158.568,167697.57
1997-12-03T17:40:00.000Z,1277081.1,14223.191,167678.17
1997-12-03T17:50:00.000Z,1277133.6,14287.791,167658.76
1997-12-03T18:00:00.000Z,1277186.2,14352.369,167639.34
1997-12-03T18:10:00.000Z,1277238.7,14416.925,167619.90
1997-12-03T18:20:00.000Z,1277291.2,14481.458,167600.44
1997-12-03T18:30:00.000Z,1277343.6,14545.968,167580.97
1997-12-03T18:40:00.000Z,1277396.1,14610.456,167561.49
1997-12-03T18:50:00.000Z,1277448.5,14674.922,167541.99
1997-12-03T19:00:00.000Z,1277500.9,14739.365,167522.48
1997-12-03T19:10:00.000Z,1277553.3,14803.785,167502.95
1997-12-03T19:20:00.000Z,1277605.6,14868.183,167483.41
1997-12-03T19:30:00.000Z,1277657.9,14932.558,167463.85
1997-12-03T19:40:00.000Z,1277710.3,14996.911,167444.27
1997-12-03T19:50:00.000Z,1277762.5,15061.241,167424.69
1997-12-03T20:00:00.000Z,1277814.8,15125.548,167405.08
1997-12-03T20:10:00.000Z,1277867.1,15189.833,167385.47
1997-12-03T20:20:00.000Z,1277919.3,15254.095,167365.83
1997-12-03T20:30:00.000Z,1277971.5,15318.335,167346.19
1997-12-03T20:40:00.000Z,1278023.6,15382.551,167326.52
1997-12-03T20:50:00.000Z,1278075.8,15446.746,167306.85
1997-12-03T21:00:00.000Z,1278127.9,15510.917,167287.16
1997-12-03T21:10:00.000Z,1278180.0,15575.065,167267.45
1997-12-03T21:20:00.000Z,1278232.1,15639.191,167247.73
1997-12-03T21:30:00.000Z,1278284.2,15703.295,167227.99
1997-12-03T21:40:00.000Z,1278336.2,15767.375,167208.24
1997-12-03T21:50:00.000Z,1278388.3,15831.433,167188.48
1997-12-03T22:00:00.000Z,1278440.3,15895.467,167168.70
1997-12-03T22:10:00.000Z,1278492.2,15959.480,167148.90
1997-12-03T22:20:00.000Z,1278544.2,16023.469,167129.09
1997-12-03T22:30:00.000Z,1278596.1,16087.435,167109.27
1997-12-03T22:40:00.000Z,1278648.1,16151.379,167089.43
1997-12-03T22:50:00.000Z,1278699.9,16215.300,167069.58
1997-12-03T23:00:00.000Z,1278751.8,16279.197,167049.71
1997-12-03T23:10:00.000Z,1278803.7,16343.073,167029.83
1997-12-03T23:20:00.000Z,1278855.5,16406.925,167009.93
1997-12-03T23:30:00.000Z,1278907.3,16470.754,166990.02
1997-12-03T23:40:00.000Z,1278959.1,16534.560,166970.09
1997-12-03T23:50:00.000Z,1279010.8,16598.344,166950.15
1997-12-04T00:00:00.000Z,1279062.6,16662.104,166930.19
1997-12-04T00:10:00.000Z,1279114.3,16725.842,166910.22
1997-12-04T00:20:00.000Z,1279166.0,16789.556,166890.23
1997-12-04T00:30:00.000Z,1279217.7,16853.248,166870.23
1997-12-04T00:40:00.000Z,1279269.3,16916.917,166850.22
1997-12-04T00:50:00.000Z,1279321.0,16980.562,166830.19
1997-12-04T01:00:00.000Z,1279372.6,17044.185,166810.14
1997-12-04T01:10:00.000Z,1279424.2,17107.785,166790.09
1997-12-04T01:20:00.000Z,1279475.7,17171.361,166770.01
1997-12-04T01:30:00.000Z,1279527.3,17234.915,166749.92
1997-12-04T01:40:00.000Z,1279578.8,17298.445,166729.82
1997-12-04T01:50:00.000Z,1279630.3,17361.953,166709.70
1997-12-04T02:00:00.000Z,1279681.8,17425.437,166689.57
1997-12-04T02:10:00.000Z,1279733.3,17488.898,166669.42
1997-12-04T02:20:00.000Z,1279784.7,17552.337,166649.26
1997-12-04T02:30:00.000Z,1279836.1,17615.752,166629.09
1997-12-04T02:40:00.000Z,1279887.5,17679.144,166608.89
1997-12-04T02:50:00.000Z,1279938.9,17742.512,166588.69
1997-12-04T03:00:00.000Z,1279990.2,17805.858,166568.47
1997-12-04T03:10:00.000Z,1280041.6,17869.181,166548.23
1997-12-04T03:20:00.000Z,1280092.9,17932.480,166527.98
1997-12-04T03:30:00.000Z,1280144.2,17995.756,166507.72
1997-12-04T03:40:00.000Z,1280195.5,18059.009,166487.44
1997-12-04T03:50:00.000Z,1280246.7,18122.239,166467.15
1997-12-04T04:00:00.000Z,1280297.9,18185.445,166446.84
1997-12-04T04:10:00.000Z,1280349.1,18248.628,166426.52
1997-12-04T04:20:00.000Z,1280400.3,18311.788,166406.18
1997-12-04T04:30:00.000Z,1280451.5,18374.925,166385.83
1997-12-04T04:40:00.000Z,1280502.6,18438.038,166365.47
1997-12-04T04:50:00.000Z,1280553.8,18501.129,166345.09
1997-12-04T05:00:00.000Z,1280604.9,18564.195,166324.69
1997-12-04T05:10:00.000Z,1280655.9,18627.239,166304.28
1997-12-04T05:20:00.000Z,1280707.0,18690.259,166283.86
1997-12-04T05:30:00.000Z,1280758.0,18753.256,166263.42
1997-12-04T05:40:00.000Z,1280809.0,18816.230,166242.96
1997-12-04T05:50:00.000Z,1280860.0,18879.180,166222.50
1997-12-04T06:00:00.000Z,1280911.0,18942.107,166202.01
1997-12-04T06:10:00.000Z,1280962.0,19005.010,166181.52
1997-12-04T06:20:00.000Z,1281012.9,19067.890,166161.01
1997-12-04T06:30:00.000Z,1281063.8,19130.747,166140.48
1997-12-04T06:40:00.000Z,1281114.7,19193.580,166119.94
1997-12-04T06:50:00.000Z,1281165.6,19256.390,166099.39
1997-12-04T07:00:00.000Z,1281216.4,19319.176,166078.82
1997-12-04T07:10:00.000Z,1281267.3,19381.939,166058.23
1997-12-04T07:20:00.000Z,1281318.1,19444.679,166037.63
1997-12-04T07:30:00.000Z,1281368.9,19507.395,166017.02
1997-12-04T07:40:00.000Z,1281419.6,19570.087,165996.39
1997-12-04T07:50:00.000Z,1281470.4,19632.756,165975.75
1997-12-04T08:00:00.000Z,1281521.1,19695.402,165955.10
1997-12-04T08:10:00.000Z,1281571.8,19758.024,165934.43
1997-12-04T08:20:00.000Z,1281622.5,19820.622,165913.74
1997-12-04T08:30:00.000Z,1281673.1,19883.197,165893.04
1997-12-04T08:40:00.000Z,1281723.8,19945.748,165872.33
1997-12-04T08:50:00.000Z,1281774.4,20008.276,165851.60
1997-12-04T09:00:00.000Z,1281825.0,20070.780,165830.86
1997-12-04T09:10:00.000Z,1281875.6,20133.261,165810.10
1997-12-04T09:20:00.000Z,1281926.1,20195.718,165789.33
1997-12-04T09:30:00.000Z,1281976.7,20258.151,165768.54
1997-12-04T09:40:00.000Z,1282027.2,20320.561,165747.74
1997-12-04T09:50:00.000Z,1282077.7,20382.947,165726.92
1997-12-04T10:00:00.000Z,1282128.2,20445.310,165706.09
1997-12-04T10:10:00.000Z,1282178.6,20507.648,165685.25
1997-12-04T10:20:00.000Z,1282229.1,20569.964,165664.39
1997-12-04T10:30:00.000Z,1282279.5,20632.255,165643.52
1997-12-04T10:40:00.000Z,1282329.9,20694.523,165622.63
1997-12-04T10:50:00.000Z,1282380.3,20756.767,165601.73
1997-12-04T11:00:00.000Z,1282430.6,20818.987,165580.81
1997-12-04T11:10:00.000Z,1282481.0,20881.184,165559.88
1997-12-04T11:20:00.000Z,1282531.3,20943.357,165538.94
1997-12-04T11:30:00.000Z,1282581.6,21005.506,165517.98
1997-12-04T11:40:00.000Z,1282631.8,21067.631,165497.01
1997-12-04T11:50:00.000Z,1282682.1,21129.733,165476.02
1997-12-04T12:00:00.000Z,1282732.3,21191.810,165455.02
1997-12-04T12:10:00.000Z,1282782.5,21253.864,165434.00
1997-12-04T12:20:00.000Z,1282832.7,21315.895,165412.97
1997-12-04T12:30:00.000Z,1282882.9,21377.901,165391.92
1997-12-04T12:40:00.000Z,1282933.1,21439.884,165370.86
1997-12-04T12:50:00.000Z,1282983.2,21501.842,165349.79
1997-12-04T13:00:00.000Z,1283033.3,21563.777,165328.70
1997-12-04T13:10:00.000Z,1283083.4,21625.688,165307.60
1997-12-04T13:20:00.000Z,1283133.5,21687.575,165286.48
1997-12-04T13:30:00.000Z,1283183.5,21749.438,165265.35
1997-12-04T13:40:00.000Z,1283233.6,21811.278,165244.20
1997-12-04T13:50:00.000Z,1283283.6,21873.093,165223.04
1997-12-04T14:00:00.000Z,1283333.6,21934.885,165201.87
1997-12-04T14:10:00.000Z,1283383.5,21996.652,165180.68
1997-12-04T14:20:00.000Z,1283433.5,22058.396,165159.48
1997-12-04T14:30:00.000Z,1283483.4,22120.116,165138.26
1997-12-04T14:40:00.000Z,1283533.3,22181.811,165117.03
1997-12-04T14:50:00.000Z,1283583.2,22243.483,165095.78
1997-12-04T15:00:00.000Z,1283633.1,22305.131,165074.52
1997-12-04T15:10:00.000Z,1283682.9,22366.755,165053.25
1997-12-04T15:20:00.000Z,1283732.8,22428.355,165031.96
1997-12-04T15:30:00.000Z,1283782.6,22489.930,165010.66
1997-12-04T15:40:00.000Z,1283832.4,22551.482,164989.34
1997-12-04T15:50:00.000Z,1283882.2,22613.010,164968.01
1997-12-04T16:00:00.000Z,1283931.9,22674.513,164946.66
1997-12-04T16:10:00.000Z,1283981.6,22735.993,164925.30
1997-12-04T16:20:00.000Z,1284031.4,22797.448,164903.93
1997-12-04T16:30:00.000Z,1284081.0,22858.880,164882.54
1997-12-04T16:40:00.000Z,1284130.7,22920.287,164861.14
1997-12-04T16:50:00.000Z,1284180.4,22981.671,164839.72
1997-12-04T17:00:00.000Z,1284230.0,23043.030,164818.29
1997-12-04T17:10:00.000Z,1284279.6,23104.365,164796.84
1997-12-04T17:20:00.000Z,1284329.2,23165.676,164775.39
1997-12-04T17:30:00.000Z,1284378.8,23226.962,164753.91
1997-12-04T17:40:00.000Z,1284428.3,23288.225,164732.42
1997-12-04T17:50:00.000Z,1284477.9,23349.463,164710.92
1997-12-04T18:00:00.000Z,1284527.4,23410.677,164689.40
1997-12-04T18:10:00.000Z,1284576.9,23471.867,164667.87
1997-12-04T18:20:00.000Z,1284626.4,23533.033,164646.33
1997-12-04T18:30:00.000Z,1284675.8,23594.175,164624.77
1997-12-04T18:40:00.000Z,1284725.3,23655.292,164603.20
1997-12-04T18:50:00.000Z,1284774.7,23716.386,164581.61
1997-12-04T19:00:00.000Z,1284824.1,23777.455,164560.01
1997-12-04T19:10:00.000Z,1284873.5,23838.499,164538.39
1997-12-04T19:20:00.000Z,1284922.8,23899.520,164516.76
1997-12-04T19:30:00.000Z,1284972.2,23960.516,164495.12
1997-12-04T19:40:00.000Z,1285021.5,24021.488,164473.46
1997-12-04T19:50:00.000Z,1285070.8,24082.435,164451.79
1997-12-04T20:00:00.000Z,1285120.1,24143.359,164430.10
1997-12-04T20:10:00.000Z,1285169.4,24204.258,164408.40
1997-12-04T20:20:00.000Z,1285218.6,24265.132,164386.69
1997-12-04T20:30:00.000Z,1285267.8,24325.983,164364.96
1997-12-04T20:40:00.000Z,1285317.0,24386.809,164343.21
1997-12-04T20:50:00.000Z,1285366.2,24447.610,164321.46
1997-12-04T21:00:00.000Z,1285415.4,24508.388,164299.69
1997-12-04T21:10:00.000Z,1285464.5,24569.140,164277.90
1997-12-04T21:20:00.000Z,1285513.7,24629.869,164256.10
1997-12-04T21:30:00.000Z,1285562.8,24690.573,164234.29
1997-12-04T21:40:00.000Z,1285611.9,24751.253,164212.46
1997-12-04T21:50:00.000Z,1285660.9,24811.908,164190.62
1997-12-04T22:00:00.000Z,1285710.0,24872.539,164168.76
1997-12-04T22:10:00.000Z,1285759.0,24933.146,164146.89
1997-12-04T22:20:00.000Z,1285808.0,24993.728,164125.01
1997-12-04T22:30:00.000Z,1285857.0,25054.285,164103.11
1997-12-04T22:40:00.000Z,1285906.0,25114.818,164081.20
1997-12-04T22:50:00.000Z,1285955.0,25175.327,164059.27
1997-12-04T23:00:00.000Z,1286003.9,25235.811,164037.33
1997-12-04T23:10:00.000Z,1286052.8,25296.271,164015.38
1997-12-04T23:20:00.000Z,1286101.7,25356.706,163993.41
1997-12-04T23:30:00.000Z,1286150.6,25417.116,163971.43
1997-12-04T23:40:00.000Z,1286199.5,25477.502,163949.43
1997-12-04T23:50:00.000Z,1286248.3,25537.864,163927.42
1997-12-05T00:00:00.000Z,1286297.2,25598.201,163905.40
1997-12-05T00:10:00.000Z,1286346.0,25658.514,163883.36
1997-12-05T00:20:00.000Z,1286394.8,25718.801,163861.30
1997-12-05T00:30:00.000Z,1286443.5,25779.065,163839.24
1997-12-05T00:40:00.000Z,1286492.3,25839.304,163817.16
1997-12-05T00:50:00.000Z,1286541.0,25899.518,163795.06
1997-12-05T01:00:00.000Z,1286589.7,25959.707,163772.95
1997-12-05T01:10:00.000Z,1286638.4,26019.872,163750.83
1997-12-05T01:20:00.000Z,1286687.1,26080.013,163728.69
1997-12-05T01:30:00.000Z,1286735.7,26140.128,163706.54
1997-12-05T01:40:00.000Z,1286784.4,26200.219,163684.38
1997-12-05T01:50:00.000Z,1286833.0,26260.286,163662.20
1997-12-05T02:00:00.000Z,1286881.6,26320.328,163640.01
1997-12-05T02:10:00.000Z,1286930.2,26380.345,163617.80
1997-12-05T02:20:00.000Z,1286978.8,26440.337,163595.58
1997-12-05T02:30:00.000Z,1287027.3,26500.305,163573.35
1997-12-05T02:40:00.000Z,1287075.8,26560.248,163551.10
1997-12-05T02:50:00.000Z,1287124.3,26620.166,163528.84
1997-12-05T03:00:00.000Z,1287172.8,26680.060,163506.56
1997-12-05T03:10:00.000Z,1287221.3,26739.929,163484.27
1997-12-05T03:20:00.000Z,1287269.7,26799.773,163461.96
1997-12-05T03:30:00.000Z,1287318.2,26859.592,163439.65
1997-12-05T03:40:00.000Z,1287366.6,26919.387,163417.31
1997-12-05T03:50:00.000Z,1287415.0,26979.157,163394.97
1997-12-05T04:00:00.000Z,1287463.4,27038.902,163372.61
1997-12-05T04:10:00.000Z,1287511.7,27098.623,163350.23
1997-12-05T04:20:00.000Z,1287560.1,27158.318,163327.85
1997-12-05T04:30:00.000Z,1287608.4,27217.989,163305.44
1997-12-05T04:40:00.000Z,1287656.7,27277.635,163283.03
1997-12-05T04:50:00.000Z,1287705.0,27337.256,163260.60
1997-12-05T05:00:00.000Z,1287753.3,27396.852,163238.16
1997-12-05T05:10:00.000Z,1287801.5,27456.424,163215.70
1997-12-05T05:20:00.000Z,1287849.8,27515.970,163193.23
1997-12-05T05:30:00.000Z,1287898.0,27575.492,163170.74
1997-12-05T05:40:00.000Z,1287946.2,27634.989,163148.24
1997-12-05T05:50:00.000Z,1287994.3,27694.461,163125.73
1997-12-05T06:00:00.000Z,1288042.5,27753.908,163103.20
1997-12-05T06:10:00.000Z,1288090.7,27813.331,163080.66
1997-12-05T06:20:00.000Z,1288138.8,27872.728,163058.11
1997-12-05T06:30:00.000Z,1288186.9,27932.101,163035.54
1997-12-05T06:40:00.000Z,1288235.0,27991.448,163012.96
1997-12-05T06:50:00.000Z,1288283.0,28050.771,162990.36
1997-12-05T07:00:00.000Z,1288331.1,28110.069,162967.75
1997-12-05T07:10:00.000Z,1288379.1,28169.341,162945.13
1997-12-05T07:20:00.000Z,1288427.1,28228.589,162922.49
1997-12-05T07:30:00.000Z,1288475.1,28287.812,162899.84
1997-12-05T07:40:00.000Z,1288523.1,28347.010,162877.18
1997-12-05T07:50:00.000Z,1288571.1,28406.183,162854.50
1997-12-05T08:00:00.000Z,1288619.0,28465.331,162831.81
1997-12-05T08:10:00.000Z,1288667.0,28524.454,162809.10
1997-12-05T08:20:00.000Z,1288714.9,28583.552,162786.38
1997-12-05T08:30:00.000Z,1288762.8,28642.624,162763.64
1997-12-05T08:40:00.000Z,1288810.6,28701.672,162740.90
1997-12-05T08:50:00.000Z,1288858.5,28760.695,162718.14
1997-12-05T09:00:00.000Z,1288906.3,28819.693,162695.36
1997-12-05T09:10:00.000Z,1288954.2,28878.666,162672.57
1997-12-05T09:20:00.000Z,1289002.0,28937.614,162649.77
