TIME_AT_CENTER_OF_HOUR_yyyy-mm-ddThh:mm:ss.sssZ,3-H_KP*10_,1-H_DST_nT,SOLAR_LYMAN-ALPHA_W/m^2
1998-02-11T04:30:00.000Z,30,-8,0.00685700
1998-02-11T05:30:00.000Z,30,-5,0.00685700
1998-02-11T06:30:00.000Z,10,-8,0.00685700
1998-02-11T07:30:00.000Z,10,-11,0.00685700
1998-02-11T08:30:00.000Z,10,-14,0.00685700
1998-02-11T09:30:00.000Z,20,-16,0.00685700
1998-02-11T10:30:00.000Z,20,-17,0.00685700
1998-02-11T11:30:00.000Z,20,-19,0.00685700
1998-02-11T12:30:00.000Z,33,-17,0.00685700
1998-02-11T13:30:00.000Z,33,-23,0.00685700
1998-02-11T14:30:00.000Z,33,-27,0.00685700
1998-02-11T15:30:00.000Z,43,-22,0.00685700
1998-02-11T16:30:00.000Z,43,-23,0.00685700
1998-02-11T17:30:00.000Z,43,-15,0.00685700
1998-02-11T18:30:00.000Z,33,-12,0.00685700
1998-02-11T19:30:00.000Z,33,-23,0.00685700
1998-02-11T20:30:00.000Z,33,-29,0.00685700
1998-02-11T21:30:00.000Z,40,-27,0.00685700
1998-02-11T22:30:00.000Z,40,-29,0.00685700
1998-02-11T23:30:00.000Z,40,-28,0.00685700
1998-02-12T00:30:00.000Z,37,-25,0.00679100
1998-02-12T01:30:00.000Z,37,-19,0.00679100
1998-02-12T02:30:00.000Z,37,-17,0.00679100
1998-02-12T03:30:00.000Z,17,-12,0.00679100
1998-02-12T04:30:00.000Z,17,-12,0.00679100
1998-02-12T05:30:00.000Z,17,-11,0.00679100
1998-02-12T06:30:00.000Z,17,-13,0.00679100
1998-02-12T07:30:00.000Z,17,-17,0.00679100
1998-02-12T08:30:00.000Z,17,-21,0.00679100
1998-02-12T09:30:00.000Z,23,-22,0.00679100
1998-02-12T10:30:00.000Z,23,-22,0.00679100
1998-02-12T11:30:00.000Z,23,-22,0.00679100
1998-02-12T12:30:00.000Z,23,-21,0.00679100
1998-02-12T13:30:00.000Z,23,-19,0.00679100
1998-02-12T14:30:00.000Z,23,-14,0.00679100
1998-02-12T15:30:00.000Z,23,-14,0.00679100
1998-02-12T16:30:00.000Z,23,-20,0.00679100
1998-02-12T17:30:00.000Z,23,-22,0.00679100
1998-02-12T18:30:00.000Z,27,-20,0.00679100
1998-02-12T19:30:00.000Z,27,-20,0.00679100
1998-02-12T20:30:00.000Z,27,-18,0.00679100
1998-02-12T21:30:00.000Z,20,-18,0.00679100
1998-02-12T22:30:00.000Z,20,-16,0.00679100
1998-02-12T23:30:00.000Z,20,-14,0.00679100
1998-02-13T00:30:00.000Z,17,-13,0.00687100
1998-02-13T01:30:00.000Z,17,-11,0.00687100
1998-02-13T02:30:00.000Z,17,-10,0.00687100
1998-02-13T03:30:00.000Z,17,-8,0.00687100
1998-02-13T04:30:00.000Z,17,-7,0.00687100
1998-02-13T05:30:00.000Z,17,-9,0.00687100
1998-02-13T06:30:00.000Z,17,-12,0.00687100
1998-02-13T07:30:00.000Z,17,-20,0.00687100
1998-02-13T08:30:00.000Z,17,-23,0.00687100
1998-02-13T09:30:00.000Z,10,-27,0.00687100
1998-02-13T10:30:00.000Z,10,-25,0.00687100
1998-02-13T11:30:00.000Z,10,-22,0.00687100
1998-02-13T12:30:00.000Z,17,-19,0.00687100
1998-02-13T13:30:00.000Z,17,-15,0.00687100
1998-02-13T14:30:00.000Z,17,-12,0.00687100
1998-02-13T15:30:00.000Z,17,-6,0.00687100
1998-02-13T16:30:00.000Z,17,-5,0.00687100
1998-02-13T17:30:00.000Z,17,-7,0.00687100
1998-02-13T18:30:00.000Z,27,-13,0.00687100
1998-02-13T19:30:00.000Z,27,-15,0.00687100
1998-02-13T20:30:00.000Z,27,-14,0.00687100
1998-02-13T21:30:00.000Z,13,-13,0.00687100
1998-02-13T22:30:00.000Z,13,-11,0.00687100
1998-02-13T23:30:00.000Z,13,-9,0.00687100
1998-02-14T00:30:00.000Z,7,-7,0.00698500
1998-02-14T01:30:00.000Z,7,-7,0.00698500
1998-02-14T02:30:00.000Z,7,-6,0.00698500
1998-02-14T03:30:00.000Z,3,-6,0.00698500
1998-02-14T04:30:00.000Z,3,-2,0.00698500
1998-02-14T05:30:00.000Z,3,0,0.00698500
1998-02-14T06:30:00.000Z,17,-3,0.00698500
1998-02-14T07:30:00.000Z,17,-10,0.00698500
1998-02-14T08:30:00.000Z,17,-12,0.00698500
1998-02-14T09:30:00.000Z,13,-12,0.00698500
1998-02-14T10:30:00.000Z,13,-16,0.00698500
1998-02-14T11:30:00.000Z,13,-22,0.00698500
1998-02-14T12:30:00.000Z,7,-19,0.00698500
1998-02-14T13:30:00.000Z,7,-16,0.00698500
1998-02-14T14:30:00.000Z,7,-12,0.00698500
1998-02-14T15:30:00.000Z,10,-7,0.00698500
1998-02-14T16:30:00.000Z,10,-2,0.00698500
1998-02-14T17:30:00.000Z,10,-3,0.00698500
1998-02-14T18:30:00.000Z,23,-7,0.00698500
1998-02-14T19:30:00.000Z,23,-9,0.00698500
1998-02-14T20:30:00.000Z,23,-10,0.00698500
1998-02-14T21:30:00.000Z,30,-11,0.00698500
1998-02-14T22:30:00.000Z,30,-10,0.00698500
1998-02-14T23:30:00.000Z,30,-13,0.00698500
1998-02-15T00:30:00.000Z,27,-13,0.00704000
1998-02-15T01:30:00.000Z,27,-15,0.00704000
1998-02-15T02:30:00.000Z,27,-15,0.00704000
1998-02-15T03:30:00.000Z,20,-10,0.00704000
1998-02-15T04:30:00.000Z,20,-7,0.00704000
1998-02-15T05:30:00.000Z,20,-4,0.00704000
1998-02-15T06:30:00.000Z,3,-7,0.00704000
1998-02-15T07:30:00.000Z,3,-10,0.00704000
1998-02-15T08:30:00.000Z,3,-12,0.00704000
1998-02-15T09:30:00.000Z,7,-15,0.00704000
1998-02-15T10:30:00.000Z,7,-16,0.00704000
1998-02-15T11:30:00.000Z,7,-17,0.00704000
1998-02-15T12:30:00.000Z,0,-15,0.00704000
1998-02-15T13:30:00.000Z,0,-12,0.00704000
1998-02-15T14:30:00.000Z,0,-11,0.00704000
1998-02-15T15:30:00.000Z,0,-8,0.00704000
1998-02-15T16:30:00.000Z,0,-7,0.00704000
1998-02-15T17:30:00.000Z,0,-8,0.00704000
1998-02-15T18:30:00.000Z,0,-10,0.00704000
1998-02-15T19:30:00.000Z,0,-10,0.00704000
1998-02-15T20:30:00.000Z,0,-9,0.00704000
1998-02-15T21:30:00.000Z,0,-9,0.00704000
1998-02-15T22:30:00.000Z,0,-9,0.00704000
1998-02-15T23:30:00.000Z,0,-8,0.00704000
1998-02-16T00:30:00.000Z,3,-7,0.00695500
1998-02-16T01:30:00.000Z,3,-10,0.00695500
1998-02-16T02:30:00.000Z,3,-10,0.00695500
1998-02-16T03:30:00.000Z,7,-6,0.00695500
1998-02-16T04:30:00.000Z,7,-2,0.00695500
1998-02-16T05:30:00.000Z,7,3,0.00695500
1998-02-16T06:30:00.000Z,7,5,0.00695500
1998-02-16T07:30:00.000Z,7,5,0.00695500
1998-02-16T08:30:00.000Z,7,3,0.00695500
1998-02-16T09:30:00.000Z,3,1,0.00695500
1998-02-16T10:30:00.000Z,3,1,0.00695500
1998-02-16T11:30:00.000Z,3,2,0.00695500
1998-02-16T12:30:00.000Z,3,2,0.00695500
1998-02-16T13:30:00.000Z,3,3,0.00695500
1998-02-16T14:30:00.000Z,3,3,0.00695500
1998-02-16T15:30:00.000Z,10,4,0.00695500
1998-02-16T16:30:00.000Z,10,6,0.00695500
1998-02-16T17:30:00.000Z,10,5,0.00695500
1998-02-16T18:30:00.000Z,7,5,0.00695500
1998-02-16T19:30:00.000Z,7,3,0.00695500
1998-02-16T20:30:00.000Z,7,1,0.00695500
1998-02-16T21:30:00.000Z,10,1,0.00695500
1998-02-16T22:30:00.000Z,10,-2,0.00695500
1998-02-16T23:30:00.000Z,10,-3,0.00695500
1998-02-17T00:30:00.000Z,3,-7,0.00704200
1998-02-17T01:30:00.000Z,3,-7,0.00704200
1998-02-17T02:30:00.000Z,3,-5,0.00704200
1998-02-17T03:30:00.000Z,7,0,0.00704200
1998-02-17T04:30:00.000Z,7,3,0.00704200
1998-02-17T05:30:00.000Z,7,3,0.00704200
1998-02-17T06:30:00.000Z,7,4,0.00704200
1998-02-17T07:30:00.000Z,7,9,0.00704200
1998-02-17T08:30:00.000Z,7,8,0.00704200
1998-02-17T09:30:00.000Z,13,5,0.00704200
1998-02-17T10:30:00.000Z,13,12,0.00704200
1998-02-17T11:30:00.000Z,13,14,0.00704200
1998-02-17T12:30:00.000Z,30,13,0.00704200
1998-02-17T13:30:00.000Z,30,5,0.00704200
1998-02-17T14:30:00.000Z,30,-5,0.00704200
1998-02-17T15:30:00.000Z,33,-10,0.00704200
1998-02-17T16:30:00.000Z,33,-20,0.00704200
1998-02-17T17:30:00.000Z,33,-32,0.00704200
1998-02-17T18:30:00.000Z,40,-47,0.00704200
1998-02-17T19:30:00.000Z,40,-54,0.00704200
1998-02-17T20:30:00.000Z,40,-66,0.00704200
1998-02-17T21:30:00.000Z,57,-77,0.00704200
1998-02-17T22:30:00.000Z,57,-92,0.00704200
1998-02-17T23:30:00.000Z,57,-95,0.00704200
1998-02-18T00:30:00.000Z,67,-100,0.00707200
1998-02-18T01:30:00.000Z,67,-98,0.00707200
1998-02-18T02:30:00.000Z,67,-89,0.00707200
1998-02-18T03:30:00.000Z,53,-90,0.00707200
1998-02-18T04:30:00.000Z,53,-79,0.00707200
1998-02-18T05:30:00.000Z,53,-73,0.00707200
1998-02-18T06:30:00.000Z,40,-69,0.00707200
1998-02-18T07:30:00.000Z,40,-68,0.00707200
1998-02-18T08:30:00.000Z,40,-63,0.00707200
1998-02-18T09:30:00.000Z,33,-59,0.00707200
1998-02-18T10:30:00.000Z,33,-53,0.00707200
1998-02-18T11:30:00.000Z,33,-44,0.00707200
1998-02-18T12:30:00.000Z,30,-38,0.00707200
1998-02-18T13:30:00.000Z,30,-40,0.00707200
1998-02-18T14:30:00.000Z,30,-45,0.00707200
1998-02-18T15:30:00.000Z,40,-40,0.00707200
1998-02-18T16:30:00.000Z,40,-31,0.00707200
1998-02-18T17:30:00.000Z,40,-39,0.00707200
1998-02-18T18:30:00.000Z,37,-47,0.00707200
1998-02-18T19:30:00.000Z,37,-51,0.00707200
1998-02-18T20:30:00.000Z,37,-46,0.00707200
1998-02-18T21:30:00.000Z,27,-35,0.00707200
1998-02-18T22:30:00.000Z,27,-39,0.00707200
1998-02-18T23:30:00.000Z,27,-42,0.00707200
1998-02-19T00:30:00.000Z,10,-43,0.00705200
1998-02-19T01:30:00.000Z,10,-42,0.00705200
1998-02-19T02:30:00.000Z,10,-38,0.00705200
1998-02-19T03:30:00.000Z,10,-32,0.00705200
1998-02-19T04:30:00.000Z,10,-30,0.00705200
1998-02-19T05:30:00.000Z,10,-28,0.00705200
1998-02-19T06:30:00.000Z,10,-26,0.00705200
1998-02-19T07:30:00.000Z,10,-27,0.00705200
1998-02-19T08:30:00.000Z,10,-30,0.00705200
1998-02-19T09:30:00.000Z,20,-32,0.00705200
1998-02-19T10:30:00.000Z,20,-32,0.00705200
1998-02-19T11:30:00.000Z,20,-34,0.00705200
1998-02-19T12:30:00.000Z,7,-34,0.00705200
1998-02-19T13:30:00.000Z,7,-34,0.00705200
1998-02-19T14:30:00.000Z,7,-32,0.00705200
1998-02-19T15:30:00.000Z,13,-28,0.00705200
1998-02-19T16:30:00.000Z,13,-27,0.00705200
1998-02-19T17:30:00.000Z,13,-30,0.00705200
1998-02-19T18:30:00.000Z,23,-34,0.00705200
1998-02-19T19:30:00.000Z,23,-37,0.00705200
1998-02-19T20:30:00.000Z,23,-40,0.00705200
1998-02-19T21:30:00.000Z,23,-43,0.00705200
1998-02-19T22:30:00.000Z,23,-45,0.00705200
1998-02-19T23:30:00.000Z,23,-48,0.00705200
1998-02-20T00:30:00.000Z,40,-50,0.00703900
1998-02-20T01:30:00.000Z,40,-49,0.00703900
1998-02-20T02:30:00.000Z,40,-44,0.00703900
1998-02-20T03:30:00.000Z,17,-33,0.00703900
1998-02-20T04:30:00.000Z,17,-31,0.00703900
1998-02-20T05:30:00.000Z,17,-29,0.00703900
1998-02-20T06:30:00.000Z,17,-29,0.00703900
1998-02-20T07:30:00.000Z,17,-29,0.00703900
1998-02-20T08:30:00.000Z,17,-23,0.00703900
1998-02-20T09:30:00.000Z,13,-20,0.00703900
1998-02-20T10:30:00.000Z,13,-22,0.00703900
1998-02-20T11:30:00.000Z,13,-20,0.00703900
1998-02-20T12:30:00.000Z,7,-20,0.00703900
1998-02-20T13:30:00.000Z,7,-21,0.00703900
1998-02-20T14:30:00.000Z,7,-21,0.00703900
1998-02-20T15:30:00.000Z,17,-21,0.00703900
1998-02-20T16:30:00.000Z,17,-18,0.00703900
1998-02-20T17:30:00.000Z,17,-21,0.00703900
1998-02-20T18:30:00.000Z,27,-19,0.00703900
1998-02-20T19:30:00.000Z,27,-21,0.00703900
1998-02-20T20:30:00.000Z,27,-22,0.00703900
1998-02-20T21:30:00.000Z,20,-20,0.00703900
1998-02-20T22:30:00.000Z,20,-19,0.00703900
1998-02-20T23:30:00.000Z,20,-21,0.00703900
1998-02-21T00:30:00.000Z,20,-16,0.00709700
1998-02-21T01:30:00.000Z,20,-16,0.00709700
1998-02-21T02:30:00.000Z,20,-19,0.00709700
1998-02-21T03:30:00.000Z,3,-19,0.00709700
1998-02-21T04:30:00.000Z,3,-15,0.00709700
1998-02-21T05:30:00.000Z,3,-12,0.00709700
1998-02-21T06:30:00.000Z,3,-13,0.00709700
1998-02-21T07:30:00.000Z,3,-13,0.00709700
1998-02-21T08:30:00.000Z,3,-10,0.00709700
1998-02-21T09:30:00.000Z,7,-10,0.00709700
1998-02-21T10:30:00.000Z,7,-5,0.00709700
1998-02-21T11:30:00.000Z,7,-2,0.00709700
1998-02-21T12:30:00.000Z,7,-3,0.00709700
1998-02-21T13:30:00.000Z,7,-6,0.00709700
1998-02-21T14:30:00.000Z,7,-7,0.00709700
1998-02-21T15:30:00.000Z,10,-7,0.00709700
1998-02-21T16:30:00.000Z,10,-7,0.00709700
1998-02-21T17:30:00.000Z,10,-7,0.00709700
1998-02-21T18:30:00.000Z,20,-6,0.00709700
1998-02-21T19:30:00.000Z,20,-7,0.00709700
1998-02-21T20:30:00.000Z,20,-9,0.00709700
1998-02-21T21:30:00.000Z,17,-7,0.00709700
1998-02-21T22:30:00.000Z,17,-7,0.00709700
1998-02-21T23:30:00.000Z,17,-7,0.00709700
1998-02-22T00:30:00.000Z,17,-6,0.00707300
1998-02-22T01:30:00.000Z,17,-7,0.00707300
1998-02-22T02:30:00.000Z,17,-11,0.00707300
1998-02-22T03:30:00.000Z,17,-7,0.00707300
1998-02-22T04:30:00.000Z,17,-5,0.00707300
1998-02-22T05:30:00.000Z,17,-2,0.00707300
1998-02-22T06:30:00.000Z,17,-3,0.00707300
1998-02-22T07:30:00.000Z,17,0,0.00707300
1998-02-22T08:30:00.000Z,17,1,0.00707300
1998-02-22T09:30:00.000Z,23,-4,0.00707300
1998-02-22T10:30:00.000Z,23,-5,0.00707300
1998-02-22T11:30:00.000Z,23,-7,0.00707300
1998-02-22T12:30:00.000Z,13,-4,0.00707300
1998-02-22T13:30:00.000Z,13,-4,0.00707300
1998-02-22T14:30:00.000Z,13,-7,0.00707300
1998-02-22T15:30:00.000Z,27,-10,0.00707300
1998-02-22T16:30:00.000Z,27,-11,0.00707300
1998-02-22T17:30:00.000Z,27,-12,0.00707300
1998-02-22T18:30:00.000Z,23,-16,0.00707300
1998-02-22T19:30:00.000Z,23,-13,0.00707300
1998-02-22T20:30:00.000Z,23,-9,0.00707300
1998-02-22T21:30:00.000Z,3,-6,0.00707300
1998-02-22T22:30:00.000Z,3,-2,0.00707300
1998-02-22T23:30:00.000Z,3,0,0.00707300
1998-02-23T00:30:00.000Z,17,0,0.00707900
1998-02-23T01:30:00.000Z,17,0,0.00707900
1998-02-23T02:30:00.000Z,17,-4,0.00707900
1998-02-23T03:30:00.000Z,23,-6,0.00707900
1998-02-23T04:30:00.000Z,23,-8,0.00707900
1998-02-23T05:30:00.000Z,23,-11,0.00707900
1998-02-23T06:30:00.000Z,20,-17,0.00707900
1998-02-23T07:30:00.000Z,20,-18,0.00707900
1998-02-23T08:30:00.000Z,20,-14,0.00707900
1998-02-23T09:30:00.000Z,17,-12,0.00707900
1998-02-23T10:30:00.000Z,17,-11,0.00707900
1998-02-23T11:30:00.000Z,17,-6,0.00707900
1998-02-23T12:30:00.000Z,23,-6,0.00707900
1998-02-23T13:30:00.000Z,23,-6,0.00707900
1998-02-23T14:30:00.000Z,23,-5,0.00707900
1998-02-23T15:30:00.000Z,23,-8,0.00707900
1998-02-23T16:30:00.000Z,23,-4,0.00707900
1998-02-23T17:30:00.000Z,23,-5,0.00707900
1998-02-23T18:30:00.000Z,30,-12,0.00707900
1998-02-23T19:30:00.000Z,30,-21,0.00707900
1998-02-23T20:30:00.000Z,30,-27,0.00707900
1998-02-23T21:30:00.000Z,27,-27,0.00707900
1998-02-23T22:30:00.000Z,27,-18,0.00707900
1998-02-23T23:30:00.000Z,27,-9,0.00707900
1998-02-24T00:30:00.000Z,13,-8,0.00704300
1998-02-24T01:30:00.000Z,13,-9,0.00704300
1998-02-24T02:30:00.000Z,13,-12,0.00704300
1998-02-24T03:30:00.000Z,3,-10,0.00704300
1998-02-24T04:30:00.000Z,3,-10,0.00704300
1998-02-24T05:30:00.000Z,3,-9,0.00704300
1998-02-24T06:30:00.000Z,10,-9,0.00704300
1998-02-24T07:30:00.000Z,10,-8,0.00704300
1998-02-24T08:30:00.000Z,10,-11,0.00704300
1998-02-24T09:30:00.000Z,7,-12,0.00704300
1998-02-24T10:30:00.000Z,7,-13,0.00704300
1998-02-24T11:30:00.000Z,7,-12,0.00704300
1998-02-24T12:30:00.000Z,7,-10,0.00704300
1998-02-24T13:30:00.000Z,7,-9,0.00704300
1998-02-24T14:30:00.000Z,7,-7,0.00704300
1998-02-24T15:30:00.000Z,7,-8,0.00704300
1998-02-24T16:30:00.000Z,7,-10,0.00704300
1998-02-24T17:30:00.000Z,7,-11,0.00704300
1998-02-24T18:30:00.000Z,0,-11,0.00704300
1998-02-24T19:30:00.000Z,0,-10,0.00704300
1998-02-24T20:30:00.000Z,0,-9,0.00704300
1998-02-24T21:30:00.000Z,10,-7,0.00704300
1998-02-24T22:30:00.000Z,10,-3,0.00704300
1998-02-24T23:30:00.000Z,10,1,0.00704300
1998-02-25T00:30:00.000Z,0,3,0.00696800
1998-02-25T01:30:00.000Z,0,3,0.00696800
1998-02-25T02:30:00.000Z,0,3,0.00696800
1998-02-25T03:30:00.000Z,3,1,0.00696800
1998-02-25T04:30:00.000Z,3,-1,0.00696800
1998-02-25T05:30:00.000Z,3,-1,0.00696800
1998-02-25T06:30:00.000Z,10,-5,0.00696800
1998-02-25T07:30:00.000Z,10,-9,0.00696800
1998-02-25T08:30:00.000Z,10,-11,0.00696800
1998-02-25T09:30:00.000Z,7,-12,0.00696800
1998-02-25T10:30:00.000Z,7,-10,0.00696800
1998-02-25T11:30:00.000Z,7,-6,0.00696800
1998-02-25T12:30:00.000Z,3,-1,0.00696800
1998-02-25T13:30:00.000Z,3,-2,0.00696800
1998-02-25T14:30:00.000Z,3,-4,0.00696800
1998-02-25T15:30:00.000Z,10,-6,0.00696800
1998-02-25T16:30:00.000Z,10,-6,0.00696800
1998-02-25T17:30:00.000Z,10,-8,0.00696800
1998-02-25T18:30:00.000Z,17,-11,0.00696800
1998-02-25T19:30:00.000Z,17,-9,0.00696800
1998-02-25T20:30:00.000Z,17,-6,0.00696800
1998-02-25T21:30:00.000Z,7,-3,0.00696800
1998-02-25T22:30:00.000Z,7,-4,0.00696800
1998-02-25T23:30:00.000Z,7,-2,0.00696800
1998-02-26T00:30:00.000Z,3,1,0.00696300
1998-02-26T01:30:00.000Z,3,4,0.00696300
1998-02-26T02:30:00.000Z,3,1,0.00696300
1998-02-26T03:30:00.000Z,0,0,0.00696300
1998-02-26T04:30:00.000Z,0,1,0.00696300
1998-02-26T05:30:00.000Z,0,-1,0.00696300
1998-02-26T06:30:00.000Z,3,-1,0.00696300
1998-02-26T07:30:00.000Z,3,1,0.00696300
1998-02-26T08:30:00.000Z,3,3,0.00696300
1998-02-26T09:30:00.000Z,3,6,0.00696300
1998-02-26T10:30:00.000Z,3,6,0.00696300
1998-02-26T11:30:00.000Z,3,8,0.00696300
1998-02-26T12:30:00.000Z,3,9,0.00696300
1998-02-26T13:30:00.000Z,3,7,0.00696300
1998-02-26T14:30:00.000Z,3,3,0.00696300
1998-02-26T15:30:00.000Z,3,3,0.00696300
1998-02-26T16:30:00.000Z,3,4,0.00696300
1998-02-26T17:30:00.000Z,3,3,0.00696300
1998-02-26T18:30:00.000Z,10,1,0.00696300
1998-02-26T19:30:00.000Z,10,-1,0.00696300
1998-02-26T20:30:00.000Z,10,-1,0.00696300
1998-02-26T21:30:00.000Z,7,1,0.00696300
1998-02-26T22:30:00.000Z,7,0,0.00696300
1998-02-26T23:30:00.000Z,7,4,0.00696300
1998-02-27T00:30:00.000Z,3,8,0.00691900
1998-02-27T01:30:00.000Z,3,10,0.00691900
1998-02-27T02:30:00.000Z,3,11,0.00691900
1998-02-27T03:30:00.000Z,0,12,0.00691900
1998-02-27T04:30:00.000Z,0,11,0.00691900
1998-02-27T05:30:00.000Z,0,9,0.00691900
1998-02-27T06:30:00.000Z,23,8,0.00691900
1998-02-27T07:30:00.000Z,23,6,0.00691900
1998-02-27T08:30:00.000Z,23,1,0.00691900
1998-02-27T09:30:00.000Z,13,1,0.00691900
1998-02-27T10:30:00.000Z,13,5,0.00691900
1998-02-27T11:30:00.000Z,13,6,0.00691900
1998-02-27T12:30:00.000Z,13,5,0.00691900
1998-02-27T13:30:00.000Z,13,2,0.00691900
1998-02-27T14:30:00.000Z,13,-3,0.00691900
1998-02-27T15:30:00.000Z,13,-2,0.00691900
1998-02-27T16:30:00.000Z,13,-1,0.00691900
1998-02-27T17:30:00.000Z,13,-5,0.00691900
1998-02-27T18:30:00.000Z,20,-11,0.00691900
1998-02-27T19:30:00.000Z,20,-11,0.00691900
1998-02-27T20:30:00.000Z,20,-8,0.00691900
1998-02-27T21:30:00.000Z,10,-6,0.00691900
1998-02-27T22:30:00.000Z,10,-8,0.00691900
1998-02-27T23:30:00.000Z,10,-8,0.00691900
1998-02-28T00:30:00.000Z,13,-9,0.00690200
1998-02-28T01:30:00.000Z,13,-8,0.00690200
1998-02-28T02:30:00.000Z,13,-6,0.00690200
1998-02-28T03:30:00.000Z,20,-3,0.00690200
1998-02-28T04:30:00.000Z,20,-5,0.00690200
1998-02-28T05:30:00.000Z,20,-7,0.00690200
1998-02-28T06:30:00.000Z,23,-8,0.00690200
1998-02-28T07:30:00.000Z,23,-8,0.00690200
1998-02-28T08:30:00.000Z,23,-7,0.00690200
1998-02-28T09:30:00.000Z,17,3,0.00690200
1998-02-28T10:30:00.000Z,17,6,0.00690200
1998-02-28T11:30:00.000Z,17,0,0.00690200
1998-02-28T12:30:00.000Z,33,-16,0.00690200
1998-02-28T13:30:00.000Z,33,-12,0.00690200
1998-02-28T14:30:00.000Z,33,-18,0.00690200
1998-02-28T15:30:00.000Z,33,-18,0.00690200
1998-02-28T16:30:00.000Z,33,-13,0.00690200
1998-02-28T17:30:00.000Z,33,-15,0.00690200
1998-02-28T18:30:00.000Z,23,-15,0.00690200
1998-02-28T19:30:00.000Z,23,-18,0.00690200
1998-02-28T20:30:00.000Z,23,-19,0.00690200
1998-02-28T21:30:00.000Z,50,-14,0.00690200
1998-02-28T22:30:00.000Z,50,-9,0.00690200
1998-02-28T23:30:00.000Z,50,-6,0.00690200
1998-03-01T00:30:00.000Z,40,-16,0.00681800
1998-03-01T01:30:00.000Z,40,-20,0.00681800
1998-03-01T02:30:00.000Z,40,-26,0.00681800
1998-03-01T03:30:00.000Z,33,-27,0.00681800
1998-03-01T04:30:00.000Z,33,-21,0.00681800
1998-03-01T05:30:00.000Z,33,-15,0.00681800
1998-03-01T06:30:00.000Z,17,-11,0.00681800
1998-03-01T07:30:00.000Z,17,-12,0.00681800
1998-03-01T08:30:00.000Z,17,-12,0.00681800
1998-03-01T09:30:00.000Z,17,-9,0.00681800
1998-03-01T10:30:00.000Z,17,-11,0.00681800
1998-03-01T11:30:00.000Z,17,-9,0.00681800
1998-03-01T12:30:00.000Z,30,-6,0.00681800
1998-03-01T13:30:00.000Z,30,-10,0.00681800
1998-03-01T14:30:00.000Z,30,-5,0.00681800
1998-03-01T15:30:00.000Z,37,-9,0.00681800
1998-03-01T16:30:00.000Z,37,-16,0.00681800
1998-03-01T17:30:00.000Z,37,-18,0.00681800
1998-03-01T18:30:00.000Z,30,-23,0.00681800
1998-03-01T19:30:00.000Z,30,-28,0.00681800
1998-03-01T20:30:00.000Z,30,-27,0.00681800
1998-03-01T21:30:00.000Z,33,-26,0.00681800
1998-03-01T22:30:00.000Z,33,-29,0.00681800
1998-03-01T23:30:00.000Z,33,-25,0.00681800
1998-03-02T00:30:00.000Z,37,-23,0.00675100
1998-03-02T01:30:00.000Z,37,-23,0.00675100
1998-03-02T02:30:00.000Z,37,-19,0.00675100
1998-03-02T03:30:00.000Z,30,-13,0.00675100
1998-03-02T04:30:00.000Z,30,-14,0.00675100
1998-03-02T05:30:00.000Z,30,-16,0.00675100
1998-03-02T06:30:00.000Z,37,-23,0.00675100
1998-03-02T07:30:00.000Z,37,-28,0.00675100
1998-03-02T08:30:00.000Z,37,-28,0.00675100
1998-03-02T09:30:00.000Z,27,-16,0.00675100
1998-03-02T10:30:00.000Z,27,-19,0.00675100
1998-03-02T11:30:00.000Z,27,-19,0.00675100
1998-03-02T12:30:00.000Z,30,-15,0.00675100
1998-03-02T13:30:00.000Z,30,-16,0.00675100
1998-03-02T14:30:00.000Z,30,-23,0.00675100
1998-03-02T15:30:00.000Z,27,-25,0.00675100
1998-03-02T16:30:00.000Z,27,-25,0.00675100
1998-03-02T17:30:00.000Z,27,-30,0.00675100
1998-03-02T18:30:00.000Z,30,-36,0.00675100
1998-03-02T19:30:00.000Z,30,-36,0.00675100
1998-03-02T20:30:00.000Z,30,-35,0.00675100
1998-03-02T21:30:00.000Z,33,-31,0.00675100
1998-03-02T22:30:00.000Z,33,-30,0.00675100
1998-03-02T23:30:00.000Z,33,-25,0.00675100
1998-03-03T00:30:00.000Z,30,-25,0.00668700
1998-03-03T01:30:00.000Z,30,-32,0.00668700
1998-03-03T02:30:00.000Z,30,-29,0.00668700
1998-03-03T03:30:00.000Z,17,-25,0.00668700
1998-03-03T04:30:00.000Z,17,-22,0.00668700
1998-03-03T05:30:00.000Z,17,-22,0.00668700
1998-03-03T06:30:00.000Z,7,-23,0.00668700
1998-03-03T07:30:00.000Z,7,-22,0.00668700
1998-03-03T08:30:00.000Z,7,-18,0.00668700
1998-03-03T09:30:00.000Z,0,-15,0.00668700
1998-03-03T10:30:00.000Z,0,-13,0.00668700
1998-03-03T11:30:00.000Z,0,-11,0.00668700
1998-03-03T12:30:00.000Z,0,-9,0.00668700
1998-03-03T13:30:00.000Z,0,-11,0.00668700
1998-03-03T14:30:00.000Z,0,-14,0.00668700
1998-03-03T15:30:00.000Z,3,-17,0.00668700
1998-03-03T16:30:00.000Z,3,-17,0.00668700
1998-03-03T17:30:00.000Z,3,-18,0.00668700
1998-03-03T18:30:00.000Z,13,-21,0.00668700
1998-03-03T19:30:00.000Z,13,-20,0.00668700
1998-03-03T20:30:00.000Z,13,-18,0.00668700
1998-03-03T21:30:00.000Z,7,-16,0.00668700
1998-03-03T22:30:00.000Z,7,-14,0.00668700
