TIME_AT_CENTER_OF_HOUR_yyyy-mm-ddThh:mm:ss.sssZ,3-H_KP*10_,1-H_DST_nT,SOLAR_LYMAN-ALPHA_W/m^2
1997-12-31T09:30:00.000Z,10,-40,0.00694800
1997-12-31T10:30:00.000Z,10,-38,0.00694800
1997-12-31T11:30:00.000Z,10,-36,0.00694800
1997-12-31T12:30:00.000Z,10,-34,0.00694800
1997-12-31T13:30:00.000Z,10,-31,0.00694800
1997-12-31T14:30:00.000Z,10,-27,0.00694800
1997-12-31T15:30:00.000Z,3,-27,0.00694800
1997-12-31T16:30:00.000Z,3,-30,0.00694800
1997-12-31T17:30:00.000Z,3,-28,0.00694800
1997-12-31T18:30:00.000Z,3,-27,0.00694800
1997-12-31T19:30:00.000Z,3,-28,0.00694800
1997-12-31T20:30:00.000Z,3,-29,0.00694800
1997-12-31T21:30:00.000Z,3,-28,0.00694800
1997-12-31T22:30:00.000Z,3,-22,0.00694800
1997-12-31T23:30:00.000Z,3,-16,0.00694800
1998-01-01T00:30:00.000Z,7,-9,0.00690700
1998-01-01T01:30:00.000Z,7,-8,0.00690700
1998-01-01T02:30:00.000Z,7,-9,0.00690700
1998-01-01T03:30:00.000Z,13,-9,0.00690700
1998-01-01T04:30:00.000Z,13,-13,0.00690700
1998-01-01T05:30:00.000Z,13,-16,0.00690700
1998-01-01T06:30:00.000Z,27,-20,0.00690700
1998-01-01T07:30:00.000Z,27,-26,0.00690700
1998-01-01T08:30:00.000Z,27,-30,0.00690700
1998-01-01T09:30:00.000Z,7,-30,0.00690700
1998-01-01T10:30:00.000Z,7,-30,0.00690700
1998-01-01T11:30:00.000Z,7,-21,0.00690700
1998-01-01T12:30:00.000Z,7,-15,0.00690700
1998-01-01T13:30:00.000Z,7,-13,0.00690700
1998-01-01T14:30:00.000Z,7,-12,0.00690700
1998-01-01T15:30:00.000Z,7,-14,0.00690700
1998-01-01T16:30:00.000Z,7,-17,0.00690700
1998-01-01T17:30:00.000Z,7,-18,0.00690700
1998-01-01T18:30:00.000Z,3,-12,0.00690700
1998-01-01T19:30:00.000Z,3,-10,0.00690700
1998-01-01T20:30:00.000Z,3,-11,0.00690700
1998-01-01T21:30:00.000Z,7,-14,0.00690700
1998-01-01T22:30:00.000Z,7,-19,0.00690700
1998-01-01T23:30:00.000Z,7,-16,0.00690700
1998-01-02T00:30:00.000Z,10,-12,0.00688500
1998-01-02T01:30:00.000Z,10,-9,0.00688500
1998-01-02T02:30:00.000Z,10,-11,0.00688500
1998-01-02T03:30:00.000Z,20,-11,0.00688500
1998-01-02T04:30:00.000Z,20,-9,0.00688500
1998-01-02T05:30:00.000Z,20,-9,0.00688500
1998-01-02T06:30:00.000Z,13,-15,0.00688500
1998-01-02T07:30:00.000Z,13,-19,0.00688500
1998-01-02T08:30:00.000Z,13,-21,0.00688500
1998-01-02T09:30:00.000Z,7,-20,0.00688500
1998-01-02T10:30:00.000Z,7,-18,0.00688500
1998-01-02T11:30:00.000Z,7,-16,0.00688500
1998-01-02T12:30:00.000Z,20,-14,0.00688500
1998-01-02T13:30:00.000Z,20,-13,0.00688500
1998-01-02T14:30:00.000Z,20,-11,0.00688500
1998-01-02T15:30:00.000Z,20,-14,0.00688500
1998-01-02T16:30:00.000Z,20,-16,0.00688500
1998-01-02T17:30:00.000Z,20,-11,0.00688500
1998-01-02T18:30:00.000Z,3,-6,0.00688500
1998-01-02T19:30:00.000Z,3,-3,0.00688500
1998-01-02T20:30:00.000Z,3,-2,0.00688500
1998-01-02T21:30:00.000Z,20,-5,0.00688500
1998-01-02T22:30:00.000Z,20,-12,0.00688500
1998-01-02T23:30:00.000Z,20,-11,0.00688500
1998-01-03T00:30:00.000Z,3,-8,0.00678800
1998-01-03T01:30:00.000Z,3,-5,0.00678800
1998-01-03T02:30:00.000Z,3,-4,0.00678800
1998-01-03T03:30:00.000Z,3,-4,0.00678800
1998-01-03T04:30:00.000Z,3,-5,0.00678800
1998-01-03T05:30:00.000Z,3,-7,0.00678800
1998-01-03T06:30:00.000Z,13,-9,0.00678800
1998-01-03T07:30:00.000Z,13,-12,0.00678800
1998-01-03T08:30:00.000Z,13,-15,0.00678800
1998-01-03T09:30:00.000Z,13,-19,0.00678800
1998-01-03T10:30:00.000Z,13,-19,0.00678800
1998-01-03T11:30:00.000Z,13,-14,0.00678800
1998-01-03T12:30:00.000Z,13,-10,0.00678800
1998-01-03T13:30:00.000Z,13,-6,0.00678800
1998-01-03T14:30:00.000Z,13,-3,0.00678800
1998-01-03T15:30:00.000Z,7,-6,0.00678800
1998-01-03T16:30:00.000Z,7,-9,0.00678800
1998-01-03T17:30:00.000Z,7,-9,0.00678800
1998-01-03T18:30:00.000Z,7,-6,0.00678800
1998-01-03T19:30:00.000Z,7,-3,0.00678800
1998-01-03T20:30:00.000Z,7,-5,0.00678800
1998-01-03T21:30:00.000Z,3,-9,0.00678800
1998-01-03T22:30:00.000Z,3,-11,0.00678800
1998-01-03T23:30:00.000Z,3,-11,0.00678800
1998-01-04T00:30:00.000Z,0,-7,0.00672100
1998-01-04T01:30:00.000Z,0,-5,0.00672100
1998-01-04T02:30:00.000Z,0,-3,0.00672100
1998-01-04T03:30:00.000Z,0,-3,0.00672100
1998-01-04T04:30:00.000Z,0,-1,0.00672100
1998-01-04T05:30:00.000Z,0,-1,0.00672100
1998-01-04T06:30:00.000Z,0,-1,0.00672100
1998-01-04T07:30:00.000Z,0,0,0.00672100
1998-01-04T08:30:00.000Z,0,1,0.00672100
1998-01-04T09:30:00.000Z,7,2,0.00672100
1998-01-04T10:30:00.000Z,7,3,0.00672100
1998-01-04T11:30:00.000Z,7,4,0.00672100
1998-01-04T12:30:00.000Z,17,2,0.00672100
1998-01-04T13:30:00.000Z,17,-2,0.00672100
1998-01-04T14:30:00.000Z,17,-4,0.00672100
1998-01-04T15:30:00.000Z,10,-4,0.00672100
1998-01-04T16:30:00.000Z,10,-4,0.00672100
1998-01-04T17:30:00.000Z,10,-6,0.00672100
1998-01-04T18:30:00.000Z,10,-8,0.00672100
1998-01-04T19:30:00.000Z,10,-12,0.00672100
1998-01-04T20:30:00.000Z,10,-14,0.00672100
1998-01-04T21:30:00.000Z,7,-15,0.00672100
1998-01-04T22:30:00.000Z,7,-15,0.00672100
1998-01-04T23:30:00.000Z,7,-18,0.00672100
1998-01-05T00:30:00.000Z,3,-16,0.00664200
1998-01-05T01:30:00.000Z,3,-13,0.00664200
1998-01-05T02:30:00.000Z,3,-11,0.00664200
1998-01-05T03:30:00.000Z,0,-10,0.00664200
1998-01-05T04:30:00.000Z,0,-8,0.00664200
1998-01-05T05:30:00.000Z,0,-4,0.00664200
1998-01-05T06:30:00.000Z,0,-3,0.00664200
1998-01-05T07:30:00.000Z,0,-5,0.00664200
1998-01-05T08:30:00.000Z,0,-6,0.00664200
1998-01-05T09:30:00.000Z,10,-6,0.00664200
1998-01-05T10:30:00.000Z,10,-7,0.00664200
1998-01-05T11:30:00.000Z,10,-6,0.00664200
1998-01-05T12:30:00.000Z,10,-5,0.00664200
1998-01-05T13:30:00.000Z,10,-8,0.00664200
1998-01-05T14:30:00.000Z,10,-2,0.00664200
1998-01-05T15:30:00.000Z,17,-1,0.00664200
1998-01-05T16:30:00.000Z,17,-4,0.00664200
1998-01-05T17:30:00.000Z,17,-7,0.00664200
1998-01-05T18:30:00.000Z,13,-8,0.00664200
1998-01-05T19:30:00.000Z,13,-9,0.00664200
1998-01-05T20:30:00.000Z,13,-8,0.00664200
1998-01-05T21:30:00.000Z,3,-11,0.00664200
1998-01-05T22:30:00.000Z,3,-12,0.00664200
1998-01-05T23:30:00.000Z,3,-10,0.00664200
1998-01-06T00:30:00.000Z,30,-6,0.00662100
1998-01-06T01:30:00.000Z,30,-6,0.00662100
1998-01-06T02:30:00.000Z,30,-8,0.00662100
1998-01-06T03:30:00.000Z,40,-4,0.00662100
1998-01-06T04:30:00.000Z,40,-4,0.00662100
1998-01-06T05:30:00.000Z,40,-3,0.00662100
1998-01-06T06:30:00.000Z,13,-3,0.00662100
1998-01-06T07:30:00.000Z,13,-4,0.00662100
1998-01-06T08:30:00.000Z,13,-2,0.00662100
1998-01-06T09:30:00.000Z,0,-1,0.00662100
1998-01-06T10:30:00.000Z,0,-3,0.00662100
1998-01-06T11:30:00.000Z,0,-6,0.00662100
1998-01-06T12:30:00.000Z,30,-6,0.00662100
1998-01-06T13:30:00.000Z,30,-7,0.00662100
1998-01-06T14:30:00.000Z,30,7,0.00662100
1998-01-06T15:30:00.000Z,43,6,0.00662100
1998-01-06T16:30:00.000Z,43,-12,0.00662100
1998-01-06T17:30:00.000Z,43,-26,0.00662100
1998-01-06T18:30:00.000Z,40,-31,0.00662100
1998-01-06T19:30:00.000Z,40,-21,0.00662100
1998-01-06T20:30:00.000Z,40,-18,0.00662100
1998-01-06T21:30:00.000Z,37,-17,0.00662100
1998-01-06T22:30:00.000Z,37,-18,0.00662100
1998-01-06T23:30:00.000Z,37,-34,0.00662100
1998-01-07T00:30:00.000Z,53,-41,0.00658500
1998-01-07T01:30:00.000Z,53,-46,0.00658500
1998-01-07T02:30:00.000Z,53,-55,0.00658500
1998-01-07T03:30:00.000Z,63,-71,0.00658500
1998-01-07T04:30:00.000Z,63,-77,0.00658500
1998-01-07T05:30:00.000Z,63,-68,0.00658500
1998-01-07T06:30:00.000Z,40,-68,0.00658500
1998-01-07T07:30:00.000Z,40,-68,0.00658500
1998-01-07T08:30:00.000Z,40,-63,0.00658500
1998-01-07T09:30:00.000Z,37,-56,0.00658500
1998-01-07T10:30:00.000Z,37,-53,0.00658500
1998-01-07T11:30:00.000Z,37,-51,0.00658500
1998-01-07T12:30:00.000Z,27,-42,0.00658500
1998-01-07T13:30:00.000Z,27,-45,0.00658500
1998-01-07T14:30:00.000Z,27,-40,0.00658500
1998-01-07T15:30:00.000Z,17,-38,0.00658500
1998-01-07T16:30:00.000Z,17,-32,0.00658500
1998-01-07T17:30:00.000Z,17,-30,0.00658500
1998-01-07T18:30:00.000Z,7,-28,0.00658500
1998-01-07T19:30:00.000Z,7,-26,0.00658500
1998-01-07T20:30:00.000Z,7,-22,0.00658500
1998-01-07T21:30:00.000Z,0,-21,0.00658500
1998-01-07T22:30:00.000Z,0,-22,0.00658500
1998-01-07T23:30:00.000Z,0,-23,0.00658500
1998-01-08T00:30:00.000Z,0,-23,0.00658500
1998-01-08T01:30:00.000Z,0,-21,0.00658500
1998-01-08T02:30:00.000Z,0,-19,0.00658500
1998-01-08T03:30:00.000Z,3,-17,0.00658500
1998-01-08T04:30:00.000Z,3,-16,0.00658500
1998-01-08T05:30:00.000Z,3,-13,0.00658500
1998-01-08T06:30:00.000Z,20,-11,0.00658500
1998-01-08T07:30:00.000Z,20,-11,0.00658500
1998-01-08T08:30:00.000Z,20,-6,0.00658500
1998-01-08T09:30:00.000Z,27,0,0.00658500
1998-01-08T10:30:00.000Z,27,7,0.00658500
1998-01-08T11:30:00.000Z,27,-1,0.00658500
1998-01-08T12:30:00.000Z,20,-9,0.00658500
1998-01-08T13:30:00.000Z,20,-15,0.00658500
1998-01-08T14:30:00.000Z,20,-13,0.00658500
1998-01-08T15:30:00.000Z,17,-18,0.00658500
1998-01-08T16:30:00.000Z,17,-20,0.00658500
1998-01-08T17:30:00.000Z,17,-18,0.00658500
1998-01-08T18:30:00.000Z,27,-22,0.00658500
1998-01-08T19:30:00.000Z,27,-20,0.00658500
1998-01-08T20:30:00.000Z,27,-20,0.00658500
1998-01-08T21:30:00.000Z,33,-13,0.00658500
1998-01-08T22:30:00.000Z,33,-6,0.00658500
1998-01-08T23:30:00.000Z,33,-5,0.00658500
1998-01-09T00:30:00.000Z,23,-4,0.00651900
1998-01-09T01:30:00.000Z,23,-6,0.00651900
1998-01-09T02:30:00.000Z,23,-7,0.00651900
1998-01-09T03:30:00.000Z,10,-8,0.00651900
1998-01-09T04:30:00.000Z,10,-7,0.00651900
1998-01-09T05:30:00.000Z,10,-7,0.00651900
1998-01-09T06:30:00.000Z,23,-14,0.00651900
1998-01-09T07:30:00.000Z,23,-17,0.00651900
1998-01-09T08:30:00.000Z,23,-22,0.00651900
1998-01-09T09:30:00.000Z,23,-21,0.00651900
1998-01-09T10:30:00.000Z,23,-19,0.00651900
1998-01-09T11:30:00.000Z,23,-18,0.00651900
1998-01-09T12:30:00.000Z,33,-18,0.00651900
1998-01-09T13:30:00.000Z,33,-20,0.00651900
1998-01-09T14:30:00.000Z,33,-18,0.00651900
1998-01-09T15:30:00.000Z,33,-12,0.00651900
1998-01-09T16:30:00.000Z,33,-9,0.00651900
1998-01-09T17:30:00.000Z,33,-9,0.00651900
1998-01-09T18:30:00.000Z,7,-7,0.00651900
1998-01-09T19:30:00.000Z,7,-4,0.00651900
1998-01-09T20:30:00.000Z,7,-9,0.00651900
1998-01-09T21:30:00.000Z,10,-13,0.00651900
1998-01-09T22:30:00.000Z,10,-12,0.00651900
1998-01-09T23:30:00.000Z,10,-15,0.00651900
1998-01-10T00:30:00.000Z,10,-13,0.00651100
1998-01-10T01:30:00.000Z,10,-10,0.00651100
1998-01-10T02:30:00.000Z,10,-12,0.00651100
1998-01-10T03:30:00.000Z,20,-18,0.00651100
1998-01-10T04:30:00.000Z,20,-17,0.00651100
1998-01-10T05:30:00.000Z,20,-16,0.00651100
1998-01-10T06:30:00.000Z,10,-14,0.00651100
1998-01-10T07:30:00.000Z,10,-17,0.00651100
1998-01-10T08:30:00.000Z,10,-23,0.00651100
1998-01-10T09:30:00.000Z,17,-28,0.00651100
1998-01-10T10:30:00.000Z,17,-27,0.00651100
1998-01-10T11:30:00.000Z,17,-24,0.00651100
1998-01-10T12:30:00.000Z,27,-18,0.00651100
1998-01-10T13:30:00.000Z,27,-20,0.00651100
1998-01-10T14:30:00.000Z,27,-17,0.00651100
1998-01-10T15:30:00.000Z,27,-15,0.00651100
1998-01-10T16:30:00.000Z,27,-17,0.00651100
1998-01-10T17:30:00.000Z,27,-15,0.00651100
1998-01-10T18:30:00.000Z,17,-11,0.00651100
1998-01-10T19:30:00.000Z,17,-6,0.00651100
1998-01-10T20:30:00.000Z,17,-4,0.00651100
1998-01-10T21:30:00.000Z,10,-2,0.00651100
1998-01-10T22:30:00.000Z,10,0,0.00651100
1998-01-10T23:30:00.000Z,10,1,0.00651100
1998-01-11T00:30:00.000Z,17,4,0.00659400
1998-01-11T01:30:00.000Z,17,5,0.00659400
1998-01-11T02:30:00.000Z,17,4,0.00659400
1998-01-11T03:30:00.000Z,20,-1,0.00659400
1998-01-11T04:30:00.000Z,20,1,0.00659400
1998-01-11T05:30:00.000Z,20,-1,0.00659400
1998-01-11T06:30:00.000Z,17,-5,0.00659400
1998-01-11T07:30:00.000Z,17,-7,0.00659400
1998-01-11T08:30:00.000Z,17,-7,0.00659400
1998-01-11T09:30:00.000Z,13,-5,0.00659400
1998-01-11T10:30:00.000Z,13,-2,0.00659400
1998-01-11T11:30:00.000Z,13,0,0.00659400
1998-01-11T12:30:00.000Z,27,4,0.00659400
1998-01-11T13:30:00.000Z,27,-2,0.00659400
1998-01-11T14:30:00.000Z,27,-6,0.00659400
1998-01-11T15:30:00.000Z,13,-11,0.00659400
1998-01-11T16:30:00.000Z,13,-14,0.00659400
1998-01-11T17:30:00.000Z,13,-15,0.00659400
1998-01-11T18:30:00.000Z,10,-10,0.00659400
1998-01-11T19:30:00.000Z,10,-7,0.00659400
1998-01-11T20:30:00.000Z,10,-5,0.00659400
1998-01-11T21:30:00.000Z,7,-3,0.00659400
1998-01-11T22:30:00.000Z,7,-3,0.00659400
1998-01-11T23:30:00.000Z,7,-2,0.00659400
1998-01-12T00:30:00.000Z,7,-2,0.00670800
1998-01-12T01:30:00.000Z,7,-2,0.00670800
1998-01-12T02:30:00.000Z,7,-1,0.00670800
1998-01-12T03:30:00.000Z,17,-2,0.00670800
1998-01-12T04:30:00.000Z,17,-5,0.00670800
1998-01-12T05:30:00.000Z,17,-6,0.00670800
1998-01-12T06:30:00.000Z,20,-5,0.00670800
1998-01-12T07:30:00.000Z,20,-4,0.00670800
1998-01-12T08:30:00.000Z,20,-6,0.00670800
1998-01-12T09:30:00.000Z,17,-8,0.00670800
1998-01-12T10:30:00.000Z,17,-10,0.00670800
1998-01-12T11:30:00.000Z,17,-12,0.00670800
1998-01-12T12:30:00.000Z,7,-11,0.00670800
1998-01-12T13:30:00.000Z,7,-11,0.00670800
1998-01-12T14:30:00.000Z,7,-11,0.00670800
1998-01-12T15:30:00.000Z,3,-13,0.00670800
1998-01-12T16:30:00.000Z,3,-10,0.00670800
1998-01-12T17:30:00.000Z,3,-8,0.00670800
1998-01-12T18:30:00.000Z,17,-4,0.00670800
1998-01-12T19:30:00.000Z,17,-1,0.00670800
1998-01-12T20:30:00.000Z,17,-4,0.00670800
1998-01-12T21:30:00.000Z,0,-3,0.00670800
1998-01-12T22:30:00.000Z,0,-3,0.00670800
1998-01-12T23:30:00.000Z,0,-4,0.00670800
1998-01-13T00:30:00.000Z,7,-3,0.00669800
1998-01-13T01:30:00.000Z,7,-1,0.00669800
1998-01-13T02:30:00.000Z,7,-1,0.00669800
1998-01-13T03:30:00.000Z,0,0,0.00669800
1998-01-13T04:30:00.000Z,0,0,0.00669800
1998-01-13T05:30:00.000Z,0,-1,0.00669800
1998-01-13T06:30:00.000Z,3,-4,0.00669800
1998-01-13T07:30:00.000Z,3,-6,0.00669800
1998-01-13T08:30:00.000Z,3,-7,0.00669800
1998-01-13T09:30:00.000Z,7,-8,0.00669800
1998-01-13T10:30:00.000Z,7,-14,0.00669800
1998-01-13T11:30:00.000Z,7,-14,0.00669800
1998-01-13T12:30:00.000Z,23,-10,0.00669800
1998-01-13T13:30:00.000Z,23,-9,0.00669800
1998-01-13T14:30:00.000Z,23,-7,0.00669800
1998-01-13T15:30:00.000Z,17,-7,0.00669800
1998-01-13T16:30:00.000Z,17,-10,0.00669800
1998-01-13T17:30:00.000Z,17,-8,0.00669800
1998-01-13T18:30:00.000Z,13,-4,0.00669800
1998-01-13T19:30:00.000Z,13,0,0.00669800
1998-01-13T20:30:00.000Z,13,0,0.00669800
1998-01-13T21:30:00.000Z,3,3,0.00669800
1998-01-13T22:30:00.000Z,3,3,0.00669800
1998-01-13T23:30:00.000Z,3,2,0.00669800
1998-01-14T00:30:00.000Z,13,2,0.00663400
1998-01-14T01:30:00.000Z,13,1,0.00663400
1998-01-14T02:30:00.000Z,13,-2,0.00663400
1998-01-14T03:30:00.000Z,10,-2,0.00663400
1998-01-14T04:30:00.000Z,10,-2,0.00663400
1998-01-14T05:30:00.000Z,10,-2,0.00663400
1998-01-14T06:30:00.000Z,3,-2,0.00663400
1998-01-14T07:30:00.000Z,3,-4,0.00663400
1998-01-14T08:30:00.000Z,3,-10,0.00663400
1998-01-14T09:30:00.000Z,17,-13,0.00663400
1998-01-14T10:30:00.000Z,17,-14,0.00663400
1998-01-14T11:30:00.000Z,17,-11,0.00663400
1998-01-14T12:30:00.000Z,3,-7,0.00663400
1998-01-14T13:30:00.000Z,3,-6,0.00663400
1998-01-14T14:30:00.000Z,3,-5,0.00663400
1998-01-14T15:30:00.000Z,3,-5,0.00663400
1998-01-14T16:30:00.000Z,3,-4,0.00663400
1998-01-14T17:30:00.000Z,3,-2,0.00663400
1998-01-14T18:30:00.000Z,3,0,0.00663400
1998-01-14T19:30:00.000Z,3,0,0.00663400
1998-01-14T20:30:00.000Z,3,-4,0.00663400
1998-01-14T21:30:00.000Z,7,-4,0.00663400
1998-01-14T22:30:00.000Z,7,-4,0.00663400
1998-01-14T23:30:00.000Z,7,-7,0.00663400
1998-01-15T00:30:00.000Z,0,-5,0.00673200
1998-01-15T01:30:00.000Z,0,-4,0.00673200
1998-01-15T02:30:00.000Z,0,-1,0.00673200
1998-01-15T03:30:00.000Z,0,1,0.00673200
1998-01-15T04:30:00.000Z,0,3,0.00673200
1998-01-15T05:30:00.000Z,0,4,0.00673200
1998-01-15T06:30:00.000Z,3,5,0.00673200
1998-01-15T07:30:00.000Z,3,3,0.00673200
1998-01-15T08:30:00.000Z,3,-1,0.00673200
1998-01-15T09:30:00.000Z,13,-4,0.00673200
1998-01-15T10:30:00.000Z,13,-7,0.00673200
1998-01-15T11:30:00.000Z,13,-6,0.00673200
1998-01-15T12:30:00.000Z,3,-5,0.00673200
1998-01-15T13:30:00.000Z,3,-4,0.00673200
1998-01-15T14:30:00.000Z,3,-2,0.00673200
1998-01-15T15:30:00.000Z,3,-2,0.00673200
1998-01-15T16:30:00.000Z,3,-3,0.00673200
1998-01-15T17:30:00.000Z,3,-2,0.00673200
1998-01-15T18:30:00.000Z,3,2,0.00673200
1998-01-15T19:30:00.000Z,3,4,0.00673200
1998-01-15T20:30:00.000Z,3,6,0.00673200
1998-01-15T21:30:00.000Z,10,6,0.00673200
1998-01-15T22:30:00.000Z,10,3,0.00673200
1998-01-15T23:30:00.000Z,10,4,0.00673200
1998-01-16T00:30:00.000Z,17,5,0.00678100
1998-01-16T01:30:00.000Z,17,7,0.00678100
1998-01-16T02:30:00.000Z,17,7,0.00678100
1998-01-16T03:30:00.000Z,10,8,0.00678100
1998-01-16T04:30:00.000Z,10,8,0.00678100
1998-01-16T05:30:00.000Z,10,7,0.00678100
1998-01-16T06:30:00.000Z,0,5,0.00678100
1998-01-16T07:30:00.000Z,0,3,0.00678100
1998-01-16T08:30:00.000Z,0,1,0.00678100
1998-01-16T09:30:00.000Z,7,1,0.00678100
1998-01-16T10:30:00.000Z,7,1,0.00678100
1998-01-16T11:30:00.000Z,7,2,0.00678100
1998-01-16T12:30:00.000Z,23,0,0.00678100
1998-01-16T13:30:00.000Z,23,2,0.00678100
1998-01-16T14:30:00.000Z,23,3,0.00678100
1998-01-16T15:30:00.000Z,30,4,0.00678100
1998-01-16T16:30:00.000Z,30,-4,0.00678100
1998-01-16T17:30:00.000Z,30,-15,0.00678100
1998-01-16T18:30:00.000Z,30,-23,0.00678100
1998-01-16T19:30:00.000Z,30,-20,0.00678100
1998-01-16T20:30:00.000Z,30,-16,0.00678100
1998-01-16T21:30:00.000Z,33,-18,0.00678100
1998-01-16T22:30:00.000Z,33,-15,0.00678100
1998-01-16T23:30:00.000Z,33,-13,0.00678100
1998-01-17T00:30:00.000Z,17,-13,0.00695700
1998-01-17T01:30:00.000Z,17,-16,0.00695700
1998-01-17T02:30:00.000Z,17,-19,0.00695700
1998-01-17T03:30:00.000Z,17,-18,0.00695700
1998-01-17T04:30:00.000Z,17,-12,0.00695700
1998-01-17T05:30:00.000Z,17,-9,0.00695700
1998-01-17T06:30:00.000Z,13,-7,0.00695700
1998-01-17T07:30:00.000Z,13,-4,0.00695700
1998-01-17T08:30:00.000Z,13,-1,0.00695700
1998-01-17T09:30:00.000Z,7,-5,0.00695700
1998-01-17T10:30:00.000Z,7,-8,0.00695700
1998-01-17T11:30:00.000Z,7,-12,0.00695700
1998-01-17T12:30:00.000Z,10,-17,0.00695700
1998-01-17T13:30:00.000Z,10,-17,0.00695700
1998-01-17T14:30:00.000Z,10,-17,0.00695700
1998-01-17T15:30:00.000Z,27,-17,0.00695700
1998-01-17T16:30:00.000Z,27,-18,0.00695700
1998-01-17T17:30:00.000Z,27,-18,0.00695700
1998-01-17T18:30:00.000Z,27,-19,0.00695700
1998-01-17T19:30:00.000Z,27,-22,0.00695700
1998-01-17T20:30:00.000Z,27,-27,0.00695700
1998-01-17T21:30:00.000Z,23,-28,0.00695700
1998-01-17T22:30:00.000Z,23,-27,0.00695700
1998-01-17T23:30:00.000Z,23,-27,0.00695700
1998-01-18T00:30:00.000Z,17,-23,0.00691700
1998-01-18T01:30:00.000Z,17,-23,0.00691700
1998-01-18T02:30:00.000Z,17,-21,0.00691700
1998-01-18T03:30:00.000Z,17,-21,0.00691700
1998-01-18T04:30:00.000Z,17,-20,0.00691700
1998-01-18T05:30:00.000Z,17,-20,0.00691700
1998-01-18T06:30:00.000Z,27,-22,0.00691700
1998-01-18T07:30:00.000Z,27,-21,0.00691700
1998-01-18T08:30:00.000Z,27,-15,0.00691700
1998-01-18T09:30:00.000Z,20,-9,0.00691700
1998-01-18T10:30:00.000Z,20,-7,0.00691700
1998-01-18T11:30:00.000Z,20,-7,0.00691700
1998-01-18T12:30:00.000Z,33,-18,0.00691700
1998-01-18T13:30:00.000Z,33,-32,0.00691700
1998-01-18T14:30:00.000Z,33,-31,0.00691700
1998-01-18T15:30:00.000Z,17,-19,0.00691700
1998-01-18T16:30:00.000Z,17,-13,0.00691700
1998-01-18T17:30:00.000Z,17,-12,0.00691700
1998-01-18T18:30:00.000Z,7,-8,0.00691700
1998-01-18T19:30:00.000Z,7,-7,0.00691700
1998-01-18T20:30:00.000Z,7,-5,0.00691700
1998-01-18T21:30:00.000Z,3,-6,0.00691700
1998-01-18T22:30:00.000Z,3,-5,0.00691700
1998-01-18T23:30:00.000Z,3,-4,0.00691700
1998-01-19T00:30:00.000Z,3,-2,0.00696500
1998-01-19T01:30:00.000Z,3,-4,0.00696500
1998-01-19T02:30:00.000Z,3,-5,0.00696500
1998-01-19T03:30:00.000Z,3,1,0.00696500
1998-01-19T04:30:00.000Z,3,8,0.00696500
1998-01-19T05:30:00.000Z,3,10,0.00696500
1998-01-19T06:30:00.000Z,7,9,0.00696500
1998-01-19T07:30:00.000Z,7,5,0.00696500
1998-01-19T08:30:00.000Z,7,6,0.00696500
1998-01-19T09:30:00.000Z,7,6,0.00696500
1998-01-19T10:30:00.000Z,7,6,0.00696500
1998-01-19T11:30:00.000Z,7,6,0.00696500
1998-01-19T12:30:00.000Z,13,1,0.00696500
1998-01-19T13:30:00.000Z,13,4,0.00696500
1998-01-19T14:30:00.000Z,13,6,0.00696500
1998-01-19T15:30:00.000Z,7,9,0.00696500
1998-01-19T16:30:00.000Z,7,13,0.00696500
1998-01-19T17:30:00.000Z,7,15,0.00696500
1998-01-19T18:30:00.000Z,20,19,0.00696500
1998-01-19T19:30:00.000Z,20,17,0.00696500
1998-01-19T20:30:00.000Z,20,15,0.00696500
1998-01-19T21:30:00.000Z,13,12,0.00696500
1998-01-19T22:30:00.000Z,13,13,0.00696500
1998-01-19T23:30:00.000Z,13,13,0.00696500
1998-01-20T00:30:00.000Z,17,14,0.00699400
1998-01-20T01:30:00.000Z,17,12,0.00699400
1998-01-20T02:30:00.000Z,17,11,0.00699400
1998-01-20T03:30:00.000Z,33,8,0.00699400
1998-01-20T04:30:00.000Z,33,9,0.00699400
1998-01-20T05:30:00.000Z,33,8,0.00699400
1998-01-20T06:30:00.000Z,10,8,0.00699400
1998-01-20T07:30:00.000Z,10,8,0.00699400
1998-01-20T08:30:00.000Z,10,9,0.00699400
1998-01-20T09:30:00.000Z,10,7,0.00699400
1998-01-20T10:30:00.000Z,10,7,0.00699400
1998-01-20T11:30:00.000Z,10,3,0.00699400
1998-01-20T12:30:00.000Z,20,1,0.00699400
1998-01-20T13:30:00.000Z,20,-2,0.00699400
1998-01-20T14:30:00.000Z,20,-7,0.00699400
1998-01-20T15:30:00.000Z,40,-17,0.00699400
1998-01-20T16:30:00.000Z,40,-23,0.00699400
1998-01-20T17:30:00.000Z,40,-20,0.00699400
1998-01-20T18:30:00.000Z,40,-10,0.00699400
1998-01-20T19:30:00.000Z,40,-13,0.00699400
1998-01-20T20:30:00.000Z,40,-26,0.00699400
1998-01-20T21:30:00.000Z,40,-29,0.00699400
1998-01-20T22:30:00.000Z,40,-26,0.00699400
1998-01-20T23:30:00.000Z,40,-19,0.00699400
1998-01-21T00:30:00.000Z,30,-13,0.00701700
1998-01-21T01:30:00.000Z,30,-10,0.00701700
1998-01-21T02:30:00.000Z,30,2,0.00701700
1998-01-21T03:30:00.000Z,30,1,0.00701700
1998-01-21T04:30:00.000Z,30,5,0.00701700
